title,description,published_at,provider_id
11. Guest Lecture (EA) on Development and Best Practices,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Rik Eberhardt, Tim Cowan

In this lecture, Tim Cowan of EA Games describes his experience in game development.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,J4pnlCBTJYc
"12. Project 3 Presentations, Project 4 Introduction (Small Game Project)","MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Rik Eberhardt

In this lecture, the students present their third project, and are introduced to the fourth project of the class.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,9is-GrNpNvA
"13. Serious Games, Simulation and Abstraction","MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Rik Eberhardt

In this lecture, the professors describe topics about game design, including freedoms of play and its applications.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,zzKSn1Y80F4
14. Aesthetics,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Rik Eberhardt

In this lecture, the professors discuss aesthetics and polish in video games.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,0teK9aXB0GI
15. Guest Lecture (Scot Osterweil of MIT Game Lab),"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Rik Eberhardt, Scot Osterweil

In this lecture, Scot Osterweil of the MIT Game Lab describes his experience in games.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,s8At7cnDelQ
16. Team Dynamics,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Rik Eberhardt

In this lecture, the professors discuss team dynamics in project management.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-12-04T16:56:15Z,Av9sFr_NsBU
17. Working with Artists (Guest Lecture by Luigi Guatieri),"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Rik Eberhardt, Luigi Guatieri

In this guest lecture, Luigi Guatieri discusses visual artists in game development.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,gQHbZlo4Exo
18. Fiction and Narrative in Video Games,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Rik Eberhardt, Andrew Grant

In this lecture, the professors discuss the development of video game stories.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,SSnV-2uWG9w
19. Working with Sound Designers (Guest Lecture by Richard Ludlow and Andy Forsberg),"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Rik Eberhardt, Richard Ludlow, Andy Forsberg

In this lecture, Richard Ludlow and Andy Forsberg from Hexany Audio discuss professional sound design for video games.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,Ey_eWZhG8vI
20. Writing in Games (Guest Lecture by Heather Albano and Laura Baldwin),"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Rik Eberhardt, Andrew Grant, Heather Albano, Laura Baldwin

In this lecture, the guest lecturers discuss story and gameplay writing in video games.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,5wHMEQkFzvE
22. Cutting Features; Scope,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Rik Eberhardt

In this lecture, the professors discuss project management and paring down features to fit the allotted project timeframe.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,Ya8wC2rNQK0
23. Team Discussions,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Rik Eberhardt, Andrew Grant

In this lecture, the lecturers discuss with every group about their projects, including their working plans and issues they may have.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,SODYb6YPPLk
24. Running a Game Studio (Guest Lecture by Michael Carriere and Jenna Hoffstein),"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Rik Eberhardt, Michael Carriere, Jenna Hoffstein

In this lecture, Michael Carriere and Jenna Hoffstein from the Indie Game Collective discuss managing a game studio, through the perspective of the Indie Game Collective.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,__knqdOcWTM
25. Getting Players to Your Game (Guest Lecture by Sean Baptiste),"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Rik Eberhardt, Sean Baptiste

In this lecture, Sean Baptiste from Firehose Games discusses promotion of video games.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,zaabQDKK8WY
26. Final Presentation Rehearsals,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Sara Verrilli, Rik Eberhardt

In this lecture, the students rehearse their final presentations.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,ok4qM1OzlPA
27. Final Presentations,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Sara Verrilli, Rik Eberhardt, Andrew Grant

In this lecture, the students deliver their final presentations.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,sKolTx6sxUo
Instructor Introduction: Philip Tan,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan

In this video, Philip Tan discusses his role at MIT,  games he's currently playing and making,  what he's looking forward to about teaching CMS.611, and what he'd like to see in the future of games.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,RY0X1oEQbb0
Instructor Introduction: Andrew Haydn Grant,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Andrew Haydn Grant

In this video, Andrew Haydn Grant discusses his role at MIT,  games he's currently playing and making,  what he's looking forward to about teaching CMS.611, and what he'd like to see in the future of games.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,8TPJUR378f0
Instructor Introduction: Richard Eberhardt,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Richard Eberhardt

In this video, Richard Eberhardt discusses his role at MIT, games he's currently playing and making, what he's looking forward to about teaching CMS.611, and what he'd like to see in the future of games.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,HpACiptk990
Instructor Introduction: Sara Verrilli,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Sara Verrilli

In this video, Sara Verrilli discusses her role at MIT, games she's currently playing and making, what she's looking forward to about teaching CMS.611, and what she'd like to see in the future of games.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,bhk8Wtgpb1w
Instructor Interview: Teaching Students How to Solve Creative Problems as Teams,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Richard Eberhardt, Sara Verrilli

In this video, the instructors discuss their objectives for student learning, the organization of the course, and how they support first-time designers.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,Y7cMih9O8es
Instructor Interview: Sequencing Learning Experiences,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Richard Eberhardt, Sara Verrilli

In this video, the instructors discuss how the semester breakdown and the organization of different learning experiences.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,lyR4HQ01nos
Instructor Interview: Teaching the Iterative Process,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Richard Eberhardt, Sara Verrilli

In this video, the instructors discuss how students engage in the iterative process through playtesting, agile project management, and through reflecting on their team dynamics.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,B3_z1qTD2ZE
Instructor Interview: Fostering Diversity of Voices,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Richard Eberhardt, Sara Verrilli

In this video, the instructors discuss strategies they use to encourage women to stay enrolled and engaged in the course, in addition to how they attempt to foster a diversity of voices, in general, in the class.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,cBoUvyAaEUY
Instructor Interview: Assessing Students' Projects,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Richard Eberhardt, Sara Verrilli

In this video, the instructors discuss factors they consider when assessing students' projects, such as how well teams manage their projects, the degree to which the games meet the established criteria, and the depth of students' reflections. 

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,HpeJ1h0V1RE
Instructor Interview: Refining the Course,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Richard Eberhardt, Sara Verrilli

In this video, the instructors discuss how they have refined the course over several semesters.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,CrS0ndCbsro
Instructor Interview: Advice for Educators,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan

In this video, Philip Tan offers advice to educators facilitating a similar course.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,T0GdXZusbKI
Instructor Interview: Postmortem Analysis,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Philip Tan, Richard Eberhardt, Sara Verrilli, Pablo Suarez

In this video, the instructors and client provide engage in a postmortem analysis of their partnership.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,4HP37G4v3S8
Client Interview: Pablo Suarez,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Pablo Suarez

In this video, Pablo Suarez reflects on the Red Cross/Red Crescent Climate Centre's partnership with students in CMS.611.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,WLjo-mDBiDg
Student Interview: Tej Chajed,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Tej Chajed

In this video, Tej Chajed describes his team's experience creating the network game, Snap!

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,bgMZSJ2rfNc
Student Interview: Matthew Susskind,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Matthew Susskind

In this video, Matthew Susskind describes the challenges his team faced in creating their video game, Hello Waves.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,uX-D5Q_5v4A
Student Interview: Miriam Prosnitz,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Miriam Prosnitz

In this video, Miriam Prosnitz share her reflections about what she learned in the class and her advice for educators facilitating similar courses.  

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,-3ixsZ7fBUI
Student Interview: Lauren Merriman,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Lauren Merriman

In this video, Lauren Merriman describes her project management experience and what it was like to work with a client.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:12:15Z,Od21y3eAwUo
Student Interview: Lenny Martinez,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Lenny Martinez

In this video, the Lenny Martinez describes his team's design brief, his role as a dialogue writer, their game's unique visual style, and what it was like to work with a client.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,jbhbJBtS48w
From Pitch to Product: The Development of Hello Waves,"MIT CMS.611J Creating Video Games, Fall 2014
View the complete course: http://ocw.mit.edu/CMS-611JF14
Instructor: Phillip Tan, Sara Verrilli, Rick Eberhardt, Andrew Grant

A compilation of clips relevant to the final project ""Hello Waves"", including the initial project description, periodic development debriefs, play-testing, and final presentation.

License: Creative Commons BY-NC-SA
More information at http://ocw.mit.edu/terms
More courses at http://ocw.mit.edu",2015-11-20T20:11:57Z,lxpXowuUdKw
